Title,Image URL,Synopsis,Genres,Released Year,Status,Other Names,Total Episodes
Ashita no Joe 2 (Movie),https://gogocdn.net/cover/ashita-no-joe-2-movie.png,Plot Summary: ,"drama, shounen, sports",1981,Completed,"Tomorrow's Joe 2 The Movie, あしたのジョー２",1
Ashita no Joe Pilots,https://gogocdn.net/cover/ashita-no-joe-pilots.png,Plot Summary: ,"drama, shounen, sports",1969,Completed,"Ashita no Joe: Aoyama & Rikiishi Pilot Episodes, あしたのジョー パイロットフィルム",2
Ashita no Nadja,https://gogocdn.net/cover/ashita-no-nadja.png,Plot Summary: ,"adventure, drama, historical, romance, shoujo",2003,Completed,"Tomorrow's Nadja, 明日のナージャ",50
Ashita Sekai ga Owaru toshitemo,https://gogocdn.net/cover/ashita-sekai-ga-owaru-toshitemo.png,Plot Summary: ,"drama, romance",2019,Completed,あした世界が終わるとしても,1
Ashley: The growth of monkey king S1,https://gogocdn.net/cover/ashley-the-growth-of-monkey-king-s1.png,Plot Summary: ,action,0,Completed,,26
Ashley: The growth of monkey king S2,https://gogocdn.net/cover/ashley-the-growth-of-monkey-king-s2.png,Plot Summary: ,action,0,Completed,,26
Asobi Asobase,https://gogocdn.net/cover/asobi-asobase.png,Plot Summary: ,"comedy, drama, school",2018,Completed,あそびあそばせ,12
Asobi Asobase OVA,https://gogocdn.net/cover/asobi-asobase-ova.png,Plot Summary: ,"comedy, drama, school",2018,Completed,あそびあそばせ (OAD),1
Asobi Asobase Specials,https://gogocdn.net/cover/asobi-asobase-specials.png,Plot Summary: ,comedy,2018,Completed,あそびあそばせ,2
Asobi ni Iku yo!,https://gogocdn.net/images/anime/A/asobi-ni-iku-yo.jpg,Plot Summary: ,"comedy, ecchi, romance, sci-fi",2010,Completed,"Cat Planet Cuties, Asobi ni Ikuyo!, Let's Go Play!, Asobi ni Ikuyo: Bombshells from the Sky, あそびにいくヨ!",12
Asobi ni Iku yo! (Dub),https://gogocdn.net/cover/asobi-ni-iku-yo-dub.png,Plot Summary: ,"comedy, ecchi, harem, romance, sci-fi",2010,Completed,Cat Planet Cuties,12
Asobi ni Iku yo! OVA,https://gogocdn.net/cover/asobi-ni-iku-yo-ova.png,Plot Summary: ,"comedy, ecchi, romance, sci-fi",2011,Completed,"Cat Planet Cuties: Come Drop By, あそびにいくヨ! あそびにおいで",1
Asobi ni Iku yo!: Asobi ni Oide (Dub),https://gogocdn.net/cover/asobi-ni-iku-yo-asobi-ni-oide-dub.png,Plot Summary: ,"comedy, ecchi, harem, romance, sci-fi",2011,Completed,"Cat Planet Cuties: Come Drop By, Asobi ni Ikuyo! OVA, あそびにいくヨ! あそびにおいで",1
Asobot Senki Gokuu,https://gogocdn.net/cover/asobot-senki-gokuu.png,Plot Summary: ,"action, adventure, comedy, sci-fi",2002,Completed,"Monkey Typhoon, Asobotto Senki Goku, Anbot Senki Gokyuu, Association Robot Goku, アソボット戦記五九",52
Assassins Pride,https://gogocdn.net/cover/assassins-pride.png,Plot Summary: ,fantasy,2019,Completed,アサシンズプライド,12
Assassins Pride (Dub),https://gogocdn.net/cover/assassins-pride-dub.png,Plot Summary: ,fantasy,2019,Completed,アサシンズプライド,12
Assault Lily: Bouquet,https://gogocdn.net/cover/assault-lily-bouquet.png,Plot Summary: ,"action, fantasy, magic",2020,Completed,アサルトリリィ Bouquet,12
Assault Lily: Bouquet (Dub),https://gogocdn.net/cover/assault-lily-bouquet-dub.png,Plot Summary: ,"action, fantasy, magic",2020,Completed,アサルトリリィ Bouquet,12
Assault Lily: Fruits,https://gogocdn.net/cover/assault-lily-fruits.png,Plot Summary: ,"action, comedy, fantasy, magic",2021,Completed,アサルトリリィ ふるーつ,13
Assemble Insert,https://gogocdn.net/images/upload/61291.jpg,Plot Summary: ,comedy,2015,Completed,アッセンブル・インサート,2
Assemble Insert (Dub),https://gogocdn.net/cover/assemble-insert-dub.png,Plot Summary: ,"comedy, police, sci-fi",1989,Completed,アッセンブル・インサート,2
Astarotte’s Toy Ep EX,https://gogocdn.net/images/anime/A/astarotte-toy.jpg,Plot Summary: ,"comedy, demons, ecchi, fantasy, romance, seinen",2011,Completed,"Astarotte no Omocha! EX, アスタロッテのおもちゃ! EX",1
Astarottes Toy,https://gogocdn.net/images/anime/A/astarotte-toy.jpg,Plot Summary: ,"comedy, demons, ecchi, fantasy, romance, seinen",2011,Completed,"Astarotte no Omocha!, アスタロッテのおもちゃ！",12
Astral Pet Store,https://gogocdn.net/cover/astral-pet-store.png,Plot Summary: ,"action, drama, fantasy, shounen",2024,Ongoing,"Astral Pet Store, Chao Shen Chong Shou Dian, Chāo Shén Chǒng Shòu Diàn, Cửa hàng sủng thú siêu thần, Super God Pet Shop, 超神宠兽店, 超神級テイマーに転生した俺が魔力で殲滅無双する",81
Astro Boy (1963) (Dub),https://gogocdn.net/cover/astro-boy-1963-dub.png,Plot Summary: ,"action, adventure, drama, mecha, sci-fi, shounen",1963,Completed,"Tetsuwan Atom, 鉄腕アトム",104
Astro Boy (1980) (Dub),https://gogocdn.net/cover/astro-boy-1980-dub.png,Plot Summary: ,"action, adventure, mecha, sci-fi, shounen",1980,Completed,Tetsuwan Atom (1980),52
Astro Boy (2003) (Dub),https://gogocdn.net/cover/astro-boy-2003-dub.png,Plot Summary: ,"action, adventure, kids, mecha, sci-fi, shounen, super-power",2003,Completed,Astro Boy: Tetsuwan Atom,50
Astro Boy: Tetsuwan Atom,https://gogocdn.net/cover/astro-boy-tetsuwan-atom.png,Plot Summary: ,"action, adventure, kids, mecha, sci-fi, shounen, super-power",2003,Completed,"Astro Boy (2003), Astroboy, Astro Boy (2003), アストロボーイ・鉄腕アトム",50
Astro Note,https://gogocdn.net/cover/astro-note.png,Plot Summary: ,"comedy, romance, sci-fi",2024,Completed,アストロノオト,12
Astroganger,https://gogocdn.net/cover/astroganger.png,Plot Summary: ,"action, mecha, sci-fi",1972,Completed,"Astro Ganga, アストロガンガー",26
Asu no Yoichi!,https://gogocdn.net/images/anime/A/asu-no-yoichi.jpg,Plot Summary: ,"comedy, ecchi, romance, shounen",2009,Completed,"Samurai Harem, 明日のよいち！",12
Asura,https://gogocdn.net/images/anime/A/128433.jpg,Plot Summary: ,"drama, historical",2012,Completed,アシュラ,1
Asura Cryin,https://gogocdn.net/images/anime/A/asura-cryin.jpg,Plot Summary: ,"action, mecha, supernatural",2009,Completed,"Asura Kurain, アスラクライン",13
Asura Cryin 2,https://gogocdn.net/images/upload/50897.jpg,Plot Summary: ,"action, mecha, supernatural",2009,Completed,アスラクライン 2,13
Atarashii Joushi wa Do Tennen,https://gogocdn.net/cover/atarashii-joushi-wa-do-tennen-1696006459.png,Plot Summary: ,"adult-cast, comedy, workplace",2023,Completed,My New Boss Is Goofy ;  新しい上司はど天然,12
Atasha Kawajiri Kodama Da yo: Dangerous Lifehacker no Tadareta Seikatsu,https://gogocdn.net/cover/atasha-kawajiri-kodama-da-yo-dangerous-lifehacker-no-tadareta-seikatsu.png,Plot Summary: ,comedy,2022,Completed,"The Kodama's Lazy Life, あたしゃ川尻こだまだよ～デンジャラスライフハッカーのただれた生活～",24
Atashin'chi,https://gogocdn.net/cover/atashinchi.png,Plot Summary: ,"comedy, slice-of-life",2002,Completed,"Atashinchi, あたしンち, My Family",368
Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,https://gogocdn.net/cover/atashinchi-3d-movie-jounetsu-no-chou-chounouryoku-haha-dai-bousou.png,Plot Summary: ,"comedy, super-power",2010,Completed,劇場版3D あたしンち 情熱のちょ～超能力♪母大暴走!,1
Atashin'chi NEXT,https://gogocdn.net/cover/atashinchi-next.png,Plot Summary: ,comedy,2024,Ongoing,あたしンちNEXT,5
Atashinchi Movie,https://gogocdn.net/cover/atashinchi-movie.png,Plot Summary: ,"comedy, super-power",2003,Completed,映画 あたしンち,1
Atlantis: Milo's Return (Dub),https://gogocdn.net/cover/atlantis-milos-return-dub.png,Plot Summary: ,"action, adventure, comedy, family",2003,Completed,,1
Atlantis: The Lost Empire,https://gogocdn.net/cover/atlantis-the-lost-empire.png,Plot Summary: ,"adventure, fantasy, sci-fi",2001,Completed,,1
Atom: The Beginning,https://gogocdn.net/cover/atom-the-beginning.png,Plot Summary: ,"action, mecha, sci-fi, seinen",2017,Completed,アトム ザ・ビギニング,12
Atri: My Dear Moments,https://gogocdn.net/cover/atri-my-dear-moments-1719512812.png,Plot Summary: ,"drama, romance, sci-fi",2024,Completed,ATRI -My Dear Moments-,13
Attack No.1,https://gogocdn.net/cover/attack-no-1.png,Plot Summary: ,"drama, shoujo, sports",1969,Completed,"Mila Superstar, Attack Number One, アタックNo.1",104
Attack No.1 (1970),https://gogocdn.net/cover/attack-no-1-1970.png,Plot Summary: ,"drama, shoujo, sports",1970,Completed,アタックNo.1 (1970),1
Attack No.1: Namida no Fushichou,https://gogocdn.net/cover/attack-no-1-namida-no-fushichou.png,Plot Summary: ,"drama, shoujo, sports",1971,Completed,アタックNo.1 涙の不死鳥,1
Attack No.1: Namida no Kaiten Receive,https://gogocdn.net/cover/attack-no-1-namida-no-kaiten-receive.png,Plot Summary: ,"drama, shoujo, sports",1970,Completed,"Attack No.1 Movie 2, アタックNo.1 涙の回転レシーブ",1
Attack No.1: Namida no Sekai Senshuken,https://gogocdn.net/cover/attack-no-1-namida-no-sekai-senshuken.png,Plot Summary: ,"drama, shoujo, sports",1970,Completed,"Attack No.1 Movie 3, アタックNo.1 涙の世界選手権",1
Attacker You!,https://gogocdn.net/images/upload/55755.jpg,Plot Summary: ,"action, romance, shoujo, sports",1984,Completed,アタッカーＹＯＵ！,54
Aura Battler Dunbine,https://gogocdn.net/images/anime/A/aura-battler-dunbine.jpg,Plot Summary: ,"adventure, mecha, sci-fi",1983,Completed,"Holy Warrior Dunbine, Dunbine, 聖戦士ダンバイン",49
Aura Battler Dunbine (Dub),https://gogocdn.net/cover/aura-battler-dunbine-dub.png,Plot Summary: ,"action, adventure, drama, fantasy, mecha, sci-fi",1983,Completed,"Holy Warrior Dunbine, Dunbine",49
Aura: Maryuuin Kouga Saigo no Tatakai,https://gogocdn.net/cover/aura-maryuuin-kouga-saigo-no-tatakai.png,Plot Summary: ,"drama, romance, school, supernatural",2013,Completed,"Aura: Koga Maryuin's Last War, AURA～魔竜院光牙最後の闘い～",1
Aura: Maryuuinkouga Saigo no Tatakai (Dub),https://gogocdn.net/cover/aura-maryuuinkouga-saigo-no-tatakai-dub.png,Plot Summary: ,"drama, romance, school, supernatural",2013,Completed,Aura: Koga Maryuin's Last War,1
Auxiliary Device For Cultivating Immortals,https://gogocdn.net/cover/auxiliary-device-for-cultivating-immortals.png,Plot Summary: ,"action, adventure, fantasy, romance",2022,Completed,修仙辅助器,1
Avatar: The Last Airbender: Book 1 - Water,https://gogocdn.net/cover/avatar-the-last-airbender-book-1-water.png,Plot Summary: ,"action, comedy",2005,Completed,,20
Avatar: The Last Airbender: Book 1 - Water (Dub),https://gogocdn.net/cover/avatar-the-last-airbender-book-1-water-dub.png,Plot Summary: ,"action, comedy",2005,Completed,,20
Avatar: The Last Airbender: Book 2 - Earth,https://gogocdn.net/cover/avatar-the-last-airbender-book-2-earth.png,Plot Summary: ,"action, comedy",2006,Completed,,20
Avatar: The Last Airbender: Book 2 - Earth (Dub),https://gogocdn.net/cover/avatar-the-last-airbender-book-2-earth-dub.png,Plot Summary: ,"action, comedy",2006,Completed,,19
Avatar: The Last Airbender: Book 3 - Fire,https://gogocdn.net/cover/avatar-the-last-airbender-book-3-fire.png,Plot Summary: ,"action, comedy",2007,Completed,,21
Avatar: The Last Airbender: Book 3 - Fire (Dub),https://gogocdn.net/cover/avatar-the-last-airbender-book-3-fire-dub.png,Plot Summary: ,"action, comedy",2007,Completed,,18
Avatar: The Legend of Korra,https://gogocdn.net/images/anime/A/Avatar-The-Legend-of-Korra.jpg,Plot Summary: ,,0,Completed,,12
Avatar: The Legend of Korra Book 2: Spirit,https://gogocdn.net/images/anime/A/legend-of-korra-2.jpg,Plot Summary: ,"action, adventure, comedy, drama",2013,Completed,,14
Avatar: The Legend of Korra Book 3: Change,https://gogocdn.net/cover/avatar-the-legend-of-korra-book-3-change-1691049945.png,Plot Summary: ,"action, adventure, comedy, drama",2014,Completed,,13
Avatar: The Legend of Korra Book 4: Balance,https://gogocdn.net/images/avatar-book-04.jpg,Plot Summary: ,"action, adventure, comedy, drama",0,Completed,,13
Avenger,https://gogocdn.net/images/anime/A/avenger.jpg,Plot Summary: ,"adventure, fantasy, sci-fi, shounen",2003,Completed,アヴェンジャー,13
Avenger (Dub),https://gogocdn.net/cover/avenger-dub.png,Plot Summary: ,"adventure, fantasy, sci-fi, shounen",2003,Completed,アヴェンジャー,13
Avengers Confidential: Black Widow & Punisher (Dub),https://gogocdn.net/cover/avengers-confidential-black-widow-punisher-dub.png,Plot Summary: ,"action, sci-fi, seinen",2014,Completed,Marvel Avengers Confidential: Black Widow & Punisher,1
Aware! Meisaku-kun,https://gogocdn.net/cover/aware-meisaku-kun.png,Plot Summary: ,"comedy, parody, school",2016,Completed,"Ahare! Meisaku-kun,  あはれ! 名作くん",230
AWM Jixian Juji,https://gogocdn.net/cover/awm-jixian-juji.png,Plot Summary: ,"action, comedy, drama",0,Upcoming,AWM: PUBG; AWM极限狙击,0
AWOL,https://gogocdn.net/cover/awol.png,Plot Summary: ,"action, military, sci-fi, space",1998,Completed,"AWOL: Absent Without Leave, エイウォール",12
AWOL (Dub),https://gogocdn.net/cover/awol-dub.png,Plot Summary: ,"action, military, sci-fi, space",1998,Completed,"AWOL: Absent Without Leave, エイウォール",2
Ayaka,https://gogocdn.net/cover/ayaka-1688151477.png,Plot Summary: ,"fantasy, mythology",2023,Completed,AYAKA ‐あやか‐,12
Ayaka (Dub),https://gogocdn.net/cover/ayaka-dub.png,Plot Summary: ,"fantasy, mythology",2023,Completed,AYAKA ‐あやか‐,12
Ayakashi,https://gogocdn.net/images/anime/A/ayakashi.jpg,Plot Summary: ,"action, fantasy, horror, sci-fi",2007,Completed,アヤカシ,12
Ayakashi Japanese Classic Horror,https://gogocdn.net/images/anime/A/ayakashi-japanese-classic-horror.jpg,Plot Summary: ,"fantasy, historical, horror",2006,Completed,"Ayakashi - Samurai Horror Tales, 怪～ayakashi～ Japanese Classic Horror",11
Ayakashi Triangle,https://gogocdn.net/cover/ayakashi-triangle-1672328594.png,Plot Summary: ,"action, comedy, ecchi, magical-sex-shift, mythology, romance, shounen, supernatural",2023,Completed,あやかしトライアングル,12
Ayakashi: Japanese Classic Horror (Dub),https://gogocdn.net/cover/ayakashi-japanese-classic-horror-dub.png,Plot Summary: ,"fantasy, historical, horror, mystery",2006,Completed,"Ayakashi - Samurai Horror Tales, 怪～ayakashi～ Japanese Classic Horror",11
Ayane High Kick,https://gogocdn.net/images/anime/A/Ayanes High Kick.jpg,Plot Summary: ,"comedy, shounen, sports",1997,Completed,綾音ちゃんハイキック!,1
Ayane-chan High Kick! (Dub),https://gogocdn.net/cover/ayane-chan-high-kick-dub.png,Plot Summary: ,"comedy, shounen, sports",1997,Completed,Ayane's High Kick,1
Ayashi Ayakashi Inferno OVA,https://gogocdn.net/cover/ayashi-ayakashi-inferno-ova-.jpg,Plot Summary: ,"action, drama, historical, supernatural",2007,Completed,"Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku, 天保異聞 妖奇士 奇士神曲",5
Ayashi no Ceres,https://gogocdn.net/images/anime/A/ayashi-no-ceres.jpg,Plot Summary: ,"action, drama, historical, supernatural",2007,Completed,"Ceres, Celestial Legend, 妖しのセレス",24
Ayashi no Ceres (Dub),https://gogocdn.net/cover/ayashi-no-ceres-dub.png,Plot Summary: ,"adventure, comedy, drama, horror, psychological, romance, shoujo, supernatural",2000,Completed,"Ceres, Celestial Legend",24
Ayatsuri Sakon,https://gogocdn.net/images/anime/A/ayatsuri-sakon.jpg,Plot Summary: ,"horror, mystery, thriller",1999,Completed,"Ayatsuri Sakon, Ningyou Zoushi Ayatsuri Sakon, Puppet Master Sakon, Tales of Puppetmaster Sakon, 人形草紙あやつり左近",26
Azuki-chan (1995),https://gogocdn.net/images/Azuki chan.jpg,Plot Summary: ,"comedy, romance, shoujo, slice-of-life",1995,Completed,あずきちゃん,1
Azumanga Daioh,https://gogocdn.net/images/anime/A/azumanga-daioh.jpg,Plot Summary: ,"comedy, school, slice-of-life",2002,Completed,あずまんが大王 THE ANIMATION,26
Azumanga Daioh (Dub),https://gogocdn.net/cover/azumanga-daioh-dub.png,Plot Summary: ,"comedy, school, slice-of-life",2002,Completed,Azumanga Daioh: The Animation,26
Azumanga Daioh: Gekijou Tanpen,https://gogocdn.net/cover/azumanga-daioh-gekijou-tanpen.png,Plot Summary: ,"comedy, school, slice-of-life",2001,Completed,あずまんが大王（劇場短編）,1
Azumanga Daioh: Gekijou Tanpen (Dub),https://gogocdn.net/cover/azumanga-daioh-gekijou-tanpen-dub.png,Plot Summary: ,"comedy, school, slice-of-life",2001,Completed,"Azumanga Daiou: The Very Short Movie, Azumanga Daioh: The Very Short Movie",1
Azur Lane,https://gogocdn.net/cover/azur-lane.png,Plot Summary: ,"action, historical, military",2019,Completed,アズールレーン,12
Azur Lane (Dub),https://gogocdn.net/cover/azur-lane-dub.png,Plot Summary: ,"action, historical, military",2019,Completed,アズールレーン,12
Azur Lane: Bisoku Zenshin!,https://gogocdn.net/cover/azur-lane-bisoku-zenshin.png,Plot Summary: ,"comedy, military, sci-fi, slice-of-life",2021,Completed,"アズールレーン びそくぜんしんっ!, Azur Lane: Slow Ahead!",12
Azur Lane: Bisoku Zenshin! Hokorashiki Bokou ni Shukusai wo,https://gogocdn.net/cover/azur-lane-bisoku-zenshin-hokorashiki-bokou-ni-shukusai-wo.png,Plot Summary: ,"comedy, military, slice-of-life",2021,Completed,"アズールレーン びそくぜんしんっ! 誇らしき母港に祝祭を, : Azur Lane: Bisoku Zenshin Special, Azur Lane: Bisoku Zenshin Episode 13",1
Azur Lane: Queen's Orders,https://gogocdn.net/cover/azur-lane-queens-orders.png,Plot Summary: ,"military, sci-fi, shounen, slice-of-life",2023,Completed,アズールレーン Queen's Orders,2
B Gata H Kei,https://gogocdn.net/images/anime/B/B-Gata-H-Kei1.jpg,Plot Summary: ,"comedy, ecchi, romance, school, seinen",2010,Completed,"Yamada's First Time: B Gata H Kei, B型H系",12
